received_on,operator,volunteer,event_type,response_date,age,sex,duration,location,location_slug,location_type,latitude,longitude,topics_list,topics_count,topic_A1,topic_A2,topic_B1,topic_B2,topic_B3,topic_B4,topic_C1,topic_C2,topic_D1,topic_D2,topic_D3,topic_E1,topic_E10,topic_E2,topic_E3,topic_E4,topic_E5,topic_E6,topic_E7,topic_E8,topic_E9,topic_F1,topic_F10,topic_F11,topic_F12,topic_F2,topic_F3,topic_F4,topic_F5,topic_F6,topic_F7,topic_F8,topic_F9,topic_G1,topic_H1,topic_H2,topic_H3
2013-11-16T21:33:29.464000,orange,sos,RING,2013-11-17T09:38:00,19,M,3,MASSABLACOURA,32091569,village,11.43,-7.47,E5,1,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,
2013-11-16T21:35:19.577000,orange,sos,RING,2013-11-16T09:38:00,20,M,2,DIELIBOUGOU,91091223,village,,,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-16T19:27:20.395000,malitel,sos,RING,2013-11-17T09:11:00,35,M,2,KALABANCOURA,91095397,village,,,"E8, F9",2,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,true,,,,
2013-11-17T07:56:16.072000,malitel,sos,RING,2013-11-17T09:49:00,,M,0,,,,,,H3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
2013-11-16T21:43:52.385000,orange,sos,RING,2013-11-16T09:06:00,18,M,2,KOROFINA NORD,91091556,village,,,A2,1,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-17T09:17:10.498000,orange,sos,RING,2013-11-17T09:49:00,19,M,4,BACO-DJIKORONI,91095001,village,,,E6,1,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,
2013-11-16T22:02:00.324000,orange,sos,RING,2013-11-17T09:06:00,17,M,1,SENOU,91096595,village,,,A2,1,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-17T08:41:20.713000,malitel,sos,RING,2013-11-17T09:36:00,19,M,6,LAKAFIA,12001596,village,13.85,-10.74,"A1, E1",2,true,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-16T20:42:07.243000,malitel,sos,RING,2013-11-17T09:28:00,,M,3,SEVARE,51091595,village,14.53,-4.09,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-16T20:52:39.679000,malitel,sos,RING,2013-11-19T09:19:00,38,F,4,BOUGOUBA,91092181,village,,,F3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,
2013-11-16T22:05:42.760000,orange,sos,RING,2013-11-17T09:10:00,17,M,1,MORIBABOUGOU,25039334,village,12.69,-7.87,A2,1,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-16T16:36:20,orange,sos,SMS_HOTLINE,2013-11-17T09:02:00,27,M,1,SABALIBOUGOU,91095694,village,,,A2,1,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-16T17:33:15.526000,orange,sos,RING,2013-11-17T09:07:00,28,M,1,SEGOU KOURA BAMBARA,41091716,village,13.43,-6.29,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-17T09:19:58.123000,malitel,sos,RING,2013-11-17T09:25:00,17,M,2,BAALA,25059001,village,12.23,-8.13,A2,1,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-16T17:35:59,orange,sos,RING,2013-11-17T09:14:00,17,M,1,SEBENINKORO,91094667,village,,,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-11-16T22:10:07,orange,sos,CALL_ME,2013-11-17T09:12:00,23,M,2,DARSALAM,91093331,village,,,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-16T19:11:43.138000,orange,sos,RING,2013-11-17T09:58:00,16,F,1,SIKORONI (MEKIN SICORO),91091778,village,,,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-11-16T22:47:06.128000,orange,sos,RING,2013-11-17T09:46:00,16,M,1,SAMBAGA,17008837,village,15.09,-10.8,A2,1,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-16T19:41:42.354000,orange,sos,RING,2013-11-17T09:55:00,35,M,2,KALABANCORO,25029250,village,12.57,-8.03,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-11-16T20:57:03,orange,sos,CALL_ME,2013-11-17T09:50:00,28,M,1,BANCONI,91091001,village,,,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-11-16T23:06:59.586000,orange,sos,RING,2013-11-16T09:43:00,35,M,2,OMO,56011793,village,14.07,-2.88,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-16T21:09:33.985000,orange,sos,RING,2013-11-17T09:46:00,53,M,2,NIAMAKORO,91096496,village,,,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-11-16T21:13:38.424000,orange,sos,RING,2013-11-17T09:39:00,17,M,1,DAI,61091499,village,16.68,-2.99,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-17T07:04:20.747000,orange,sos,RING,2013-11-17T09:46:00,18,M,3,NIAMAKORO,91096496,village,,,E8,1,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
2013-11-16T21:28:58.822000,orange,sos,RING,2013-11-17T09:37:00,42,F,2,KITA-GARE,15091199,village,13.05,-9.48,A2,1,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-16T21:30:20,orange,sos,CALL_ME,2013-11-17T09:36:00,21,M,1,BAMAKO-COURA BOLIBANA EX-BASE,91093221,village,,,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-11-17T08:47:54.896000,orange,sos,RING,2013-11-17T09:51:00,21,M,2,NIAMAKORO,91096496,village,,,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-16T17:04:26.969000,malitel,sos,RING,2013-11-17T10:37:00,28,M,3,BANCONI,91091001,village,,,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-16T17:52:25,orange,sos,SMS_HOTLINE,2013-11-16T10:51:00,18,M,1,QUINZAMBOUGOU,91092721,village,,,E9,1,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
2013-11-16T17:14:29.258000,malitel,sos,RING,2013-11-17T10:42:00,17,F,2,ALLAMISSANI,41091001,village,13.45,-6.26,E5,1,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,
2013-11-16T19:14:28,orange,sos,SMS_HOTLINE,2013-11-16T09:58:00,19,M,1,BOUGOUFIE,51091001,village,14.48,-4.19,A2,1,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-17T08:08:12,orange,sos,SMS_HOTLINE,2013-11-17T10:32:00,52,F,2,SANGAREBOUGOU,25061001,village,12.68,-7.93,"A2, E8",2,,true,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
2013-11-17T09:41:31,orange,sos,CALL_ME,2013-11-17T10:02:00,18,F,2,KABALA,25029167,village,12.53,-8.04,E8,1,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
2013-11-17T10:02:46,orange,sos,CALL_ME,2013-11-17T10:40:00,19,M,2,DOUMAZANA,91091334,village,,,E9,1,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
2013-11-17T10:43:20.997000,orange,sos,RING,2013-11-17T11:12:00,52,M,6,LAFIABOUGOU,91094445,village,,,A1,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-17T10:51:50.439000,orange,sos,RING,2013-11-17T10:59:00,32,M,3,HAMDALLAYE,91094223,village,,,E5,1,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,
2013-11-17T10:19:02,malitel,sos,RING,2013-11-17T11:05:00,36,F,6,MEDINA-COURA,91092451,village,,,"A1, E1",2,true,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-16T22:00:34.543000,orange,sos,RING,2013-11-17T13:51:00,20,M,1,SEBENINKORO,91094667,village,,,A2,1,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-17T09:12:46,orange,sos,CALL_ME,2013-11-17T14:04:00,33,M,1,TENENKOU,57091001,village,14.45,-4.92,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-17T09:13:59.117000,orange,sos,RING,2013-11-17T13:55:00,21,M,1,NIAMAKORO,91096496,village,,,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-17T10:54:15.844000,orange,sos,RING,2013-11-17T11:39:00,34,M,2,NIONO-SOCOURA,45036659,village,14.25,-5.98,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-11-17T11:42:52,orange,sos,CALL_ME,2013-11-17T14:01:00,16,F,1,MOUSSA WERE,45036518,village,14.16,-6.0,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-17T08:27:15.630000,orange,sos,RING,2013-11-17T15:27:00,45,F,1,DIAMARABOUGOU,41031133,village,13.67,-6.08,A2,1,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-17T07:00:29.504000,orange,sos,RING,2013-11-17T15:30:00,25,M,1,KOBALA,31009250,village,12.0,-6.05,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-11-16T19:42:28,orange,sos,SMS_HOTLINE,2013-11-16T15:42:00,18,F,2,KALABANCOURA,91095397,village,,,E8,1,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
2013-11-16T18:40:36,orange,sos,CALL_ME,2013-11-16T14:40:00,18,M,1,YIRIMADJO,91096892,village,,,E7,1,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,
2013-11-16T17:46:49.875000,orange,sos,RING,2013-11-17T09:20:00,38,F,2,LAFIABOUGOU,91094445,village,,,D1,1,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-16T18:45:54,orange,sos,CALL_ME,2013-11-17T11:08:00,21,M,1,YIRIMADJO,91096892,village,,,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-11-16T19:25:47.402000,orange,sos,RING,2013-11-17T11:25:00,36,M,7,KALABANCORO,25029000,commune,,,"A1, D2",2,true,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-16T19:48:44.438000,orange,sos,RING,2013-11-17T16:00:00,31,F,2,SAMPARA,51001333,village,14.7,-4.05,E8,1,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
2013-11-16T19:53:22.715000,orange,sos,RING,2013-11-17T16:00:00,31,F,2,TONGONOLIGOU,56056881,village,14.03,-3.16,E8,1,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
2013-11-16T20:18:53,orange,sos,RING,2013-11-17T16:40:00,19,U,2,SIKORONI (MEKIN SICORO),91091778,village,,,E9,1,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
2013-11-16T21:01:46.805000,orange,sos,RING,2013-11-16T21:01:00,19,F,6,KARAMERIBOUGOU,25037393,village,12.27,-8.18,"A2, C1",2,,true,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-16T21:30:58.915000,orange,sos,RING,2013-11-17T16:20:00,1,F,2,KOROFINA NORD,91091556,village,,,E9,1,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
2013-11-17T16:44:05.404000,malitel,sos,RING,2013-11-17T16:44:00,,U,2,,,,,,H3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
2013-11-17T10:47:18.471000,malitel,sos,RING,2013-11-17T12:00:00,17,M,2,BOULKASSOUMBOUGOU,91091112,village,,,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-17T15:56:59,orange,sos,CALL_ME,2013-11-17T16:06:00,21,M,3,HAMDALLAYE,91094223,village,,,"A2, H3",2,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
2013-11-17T16:20:22,orange,sos,CALL_ME,2013-11-17T16:39:00,23,F,1,HAMDALLAYE,91094223,village,,,A1,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-17T16:34:45.693000,orange,sos,RING,2013-11-17T16:39:00,53,M,2,GOGUI,16031373,village,15.69,-9.33,E5,1,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,
2013-11-16T21:31:20.845000,orange,sos,RING,2013-11-16T17:31:00,25,M,5,ABEIBARA,82000000,cercle,,,A2,1,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-17T08:59:09.177000,orange,sos,RING,2013-11-17T17:59:00,25,F,1,DOYE,71049004,village,15.62,-0.5,A2,1,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-17T10:03:22.331000,orange,sos,RING,2013-11-17T10:03:00,25,F,2,SEMA II,91095793,village,,,A2,1,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-17T16:39:48.770000,malitel,sos,RING,2013-11-17T16:51:00,24,F,1,YIRIMADJO,91096892,village,,,E8,1,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
2013-11-17T11:11:22.292000,orange,sos,RING,2013-11-17T11:11:00,20,F,8,KOMOGUEL 1,51091199,village,14.5,-4.19,"A2, B2, B3, E9",4,,true,,true,true,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
2013-11-17T17:19:59.531000,orange,sos,RING,2013-11-18T08:27:00,26,F,2,HAMDALLAYE ET NANGOIRA,31091285,village,11.31,-5.7,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-17T19:10:51.154000,orange,sos,RING,2013-11-18T08:32:00,20,F,2,KOBADA,31091003,village,11.3,-5.6,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-11-17T19:11:32.464000,orange,sos,RING,2013-11-18T08:51:00,18,M,1,SOKORODJI,91096793,village,,,E6,1,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,
2013-11-17T19:17:21.406000,orange,sos,RING,2013-11-18T09:23:00,32,F,3,BANCONI,91091001,village,,,"A2, E9",2,,true,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
2013-11-17T19:20:45.099000,orange,sos,RING,2013-11-18T08:55:00,18,F,2,SIRAKORO -NIARE,25091878,village,12.76,-8.02,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-17T19:45:21.369000,orange,sos,RING,2013-11-17T19:45:00,26,M,2,SIDOSSONIKOURA,41091826,village,13.43,-6.25,"A1, H1, H2",3,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,
2013-11-17T19:46:05,orange,sos,CALL_ME,2013-11-18T09:10:00,25,M,1,YIRIMADJO,91096892,village,,,"A2, H1",2,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-11-17T19:46:20.947000,orange,sos,RING,2013-11-18T09:09:00,25,M,2,KALABANCORO,25029250,village,12.57,-8.03,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-11-17T19:46:21,orange,sos,CALL_ME,2013-11-18T08:20:00,19,F,2,KALABANCORO,25029250,village,12.57,-8.03,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-11-17T19:46:13,orange,sos,CALL_ME,2013-11-18T09:14:00,48,F,2,BOULKASSOUMBOUGOU,91091112,village,,,"A1, E9",2,true,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
2013-11-17T19:46:21,orange,sos,CALL_ME,2013-11-18T09:10:00,37,M,3,KALABANCOURA,91095397,village,,,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-17T19:46:13,orange,sos,CALL_ME,2013-11-17T09:17:00,20,F,2,BOULKASSOUMBOUGOU,91091112,village,,,E9,1,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
2013-11-17T19:46:24.733000,orange,sos,RING,2013-11-18T08:25:00,26,M,2,KALABANCOURA,91095397,village,,,A2,1,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-17T19:46:35,orange,sos,CALL_ME,2013-11-18T08:28:00,33,M,2,KALABANCOURA,91095397,village,,,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-11-17T20:41:25,orange,sos,SMS_HOTLINE,2013-11-18T08:39:00,18,F,1,ZEIBATH,11034911,village,14.83,-11.18,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-17T19:46:59,orange,sos,SMS_HOTLINE,2013-11-18T09:03:00,20,M,2,SOKORODJI,91096793,village,,,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-11-17T19:47:13.128000,orange,sos,RING,2013-11-18T09:00:00,45,F,1,BAMAKO-COURA,91093166,village,,,A2,1,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-17T20:46:27.081000,orange,sos,RING,2013-11-18T09:41:00,27,F,3,HAMDALLAYE,91094223,village,,,E5,1,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,
2013-11-17T21:14:59.255000,orange,sos,RING,2013-11-18T09:47:00,26,F,3,YIRIMADJO,91096892,village,,,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-17T21:16:01.083000,orange,sos,RING,2013-11-18T08:40:00,24,M,2,KALABANCOURA,91095397,village,,,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-17T21:44:30.988000,orange,sos,RING,2013-11-18T09:52:00,19,M,2,SEBENINKORO,91094667,village,,,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-17T19:47:31.042000,orange,sos,RING,2013-11-18T08:57:00,33,F,2,HAMDALLAYE,91094223,village,,,"A2, E1",2,,true,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-17T21:57:20,orange,sos,CALL_ME,2013-11-18T08:48:00,22,M,2,LELEBOUGORO,35031200,village,12.44,-5.21,"E10, F9",2,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,true,,,,
2013-11-17T19:48:28.703000,orange,sos,RING,2013-11-18T08:53:00,15,F,1,KAYES-N^DI,11091001,village,14.46,-11.44,A2,1,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-17T22:00:02.525000,orange,sos,RING,2013-11-18T09:51:00,15,F,1,BANCONI,91091001,village,,,A1,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-17T19:49:46.102000,orange,sos,RING,2013-11-18T08:48:00,43,F,2,KOROFINA NORD,91091556,village,,,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-17T19:52:03.491000,orange,sos,RING,2013-11-18T08:44:00,19,M,2,COMMUNE DE TOMBOUCTOU,61091000,commune,,,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-11-17T19:53:27.672000,orange,sos,RING,2013-11-18T08:37:00,34,M,1,KALABANCOURA,91095397,village,,,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-11-17T22:30:20.304000,orange,sos,RING,2013-11-18T09:21:00,18,F,5,NIONO-SOCOURA,45036659,village,14.25,-5.98,"B1, F9",2,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-11-17T23:09:21.846000,orange,sos,RING,2013-11-18T08:54:00,16,M,1,CHIGUEIGUE,17022100,village,15.25,-10.76,E3,1,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,
2013-11-18T07:19:18.439000,orange,sos,RING,2013-11-18T08:53:00,26,M,2,KALABANCOURA,91095397,village,,,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-11-17T19:45:44,orange,sos,CALL_ME,2013-11-18T10:10:00,25,M,2,SOGONIKO,91096694,village,,,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-11-18T07:34:06.972000,orange,sos,RING,2013-11-18T08:56:00,64,F,5,KAFELA,31091434,village,11.27,-5.57,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-11-17T19:45:51,orange,sos,CALL_ME,2013-11-18T10:12:00,23,F,2,SENOU,91096595,village,,,"A2, E1",2,,true,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-17T19:46:03,orange,sos,CALL_ME,2013-11-18T10:05:00,25,F,2,KALABANCOURA,91095397,village,,,E9,1,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
2013-11-18T07:58:47.231000,orange,sos,RING,2013-11-18T09:14:00,17,M,2,SABALIBOUGOU,91095694,village,,,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-17T19:46:16.268000,orange,sos,RING,2013-11-18T10:03:00,17,M,2,COMMUNE DE MOPTI,51091000,commune,,,E9,1,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
2013-11-18T08:26:44.548000,orange,sos,RING,2013-11-18T09:08:00,41,F,1,BACO-DJIKORONI,91095001,village,,,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-18T08:26:54,orange,sos,CALL_ME,2013-11-18T10:36:00,22,F,1,BANCONI,91091001,village,,,A2,1,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-17T19:59:13,orange,sos,CALL_ME,2013-11-17T08:30:00,22,M,2,OUOLOFOBOUGOU,91093716,village,,,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-11-17T20:00:51,orange,sos,CALL_ME,2013-11-17T08:49:00,27,M,3,BOULKASSOUMBOUGOU,91091112,village,,,E7,1,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,
2013-11-17T20:01:02,orange,sos,CALL_ME,2013-11-17T20:01:00,26,M,2,LAFIABOUGOU,91094445,village,,,E6,1,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,
2013-11-17T21:55:48,orange,sos,CALL_ME,2013-11-18T10:38:00,28,F,3,BOULKASSOUMBOUGOU,91091112,village,,,"E1, E8",2,,,,,,,,,,,,true,,,,,,,,true,,,,,,,,,,,,,,,,,
2013-11-17T20:08:33.321000,orange,sos,RING,2013-11-17T09:53:00,17,F,2,COMMUNE 2,91092000,commune,,,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-11-17T20:11:48,orange,sos,CALL_ME,2013-11-17T09:57:00,30,M,1,SEBENINKORO,91094667,village,,,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-17T20:15:39.070000,orange,sos,RING,2013-11-17T09:21:00,25,F,4,SANFIL,61091501,village,16.71,-2.97,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-11-17T20:21:33.975000,orange,sos,RING,2013-11-17T09:42:00,23,F,3,KORILA,21012712,village,13.14,-7.62,"E1, E8",2,,,,,,,,,,,,true,,,,,,,,true,,,,,,,,,,,,,,,,,
2013-11-17T20:24:09,orange,sos,CALL_ME,2013-11-17T09:31:00,19,M,5,SAMARA,25003217,village,12.14,-8.32,"E1, E5, E8, F9",4,,,,,,,,,,,,true,,,,,true,,,true,,,,,,,,,,,,,true,,,,
2013-11-17T20:30:46.660000,orange,sos,RING,2013-11-17T09:45:00,53,M,2,NIAMAKORO,91096496,village,,,E9,1,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
2013-11-17T21:56:04.494000,orange,sos,RING,2013-11-18T10:50:00,33,M,2,HORS DU MALI,99999999,region,,,E9,1,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
2013-11-17T19:45:11.658000,malitel,sos,RING,2013-11-18T09:43:00,,M,5,,,,,,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-11-17T19:46:44.471000,malitel,sos,RING,2013-11-18T09:41:00,26,U,1,MAGNAMBOUGOU,91096298,village,,,A2,1,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-17T19:48:59.350000,malitel,sos,RING,2013-11-18T09:54:00,20,M,3,SIRAKORO -NIARE,25091878,village,12.76,-8.02,E6,1,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,
2013-11-18T08:41:15.742000,malitel,sos,RING,2013-11-18T10:31:00,62,M,1,FADJIGUILA,91091445,village,,,E9,1,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
2013-11-18T09:04:30.056000,malitel,sos,RING,2013-11-18T10:45:00,51,M,1,KELENI,35005334,village,12.22,-5.78,"E7, H2",2,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,true,
2013-11-18T09:33:39,orange,sos,CALL_ME,2013-11-18T10:00:00,20,F,3,KALABANCOURA,91095397,village,,,"B2, H1",2,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-11-18T10:19:38.983000,orange,sos,RING,2013-11-18T11:02:00,40,M,1,KALABANCOURA,91095397,village,,,E7,1,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,
2013-11-18T09:53:33,orange,sos,CALL_ME,2013-11-18T11:08:00,30,F,2,LAFIABOUGOU,91094445,village,,,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-11-18T11:07:51.351000,orange,sos,RING,2013-11-18T11:13:00,16,M,5,BACO-DJIKORONI,91095001,village,,,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-11-18T11:09:57.449000,orange,sos,RING,2013-11-18T11:41:00,17,M,5,SAMBAKO,15091101,village,13.08,-9.51,A1,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-18T11:33:32.304000,orange,sos,RING,2013-11-18T11:44:00,34,M,3,HORS DU MALI,99999999,region,,,E9,1,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
2013-11-18T11:40:46,orange,sos,CALL_ME,2013-11-18T11:49:00,21,M,1,KALABANCOURA,91095397,village,,,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
